CustomerID,ContractType,MonthlyCharges,TotalCharges,TenureMonths,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Churn
433,Month-to-month,120.52661186082561,6366.76466846221,27,No,No phone service,DSL,No internet service,Yes,No,No,No,Mailed check,No
434,One year,45.814467678973344,2602.4172488334607,10,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Electronic check,No
435,One year,66.04802372014194,6871.716130290149,48,Yes,Yes,No,Yes,Yes,No,No internet service,No,Bank transfer (automatic),Yes
436,One year,98.9897012890723,7258.531712649555,70,Yes,No,DSL,Yes,Yes,No internet service,No,No,Credit card (automatic),No
437,Two year,93.32787624289509,2287.5454502846906,59,No,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Electronic check,No
438,Month-to-month,43.994527476926805,7869.819634450254,59,Yes,No,DSL,Yes,No,No,Yes,No,Electronic check,No
439,Two year,104.2308143741462,1211.6210715851914,2,No,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,Bank transfer (automatic),Yes
440,Two year,50.414092037136115,1695.9237803796707,29,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,Credit card (automatic),No
441,One year,50.3574029488587,1555.3762299804064,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Bank transfer (automatic),No
442,Two year,78.85467248330063,7162.518709062177,65,Yes,No,DSL,Yes,No,No internet service,Yes,No,Bank transfer (automatic),No
443,One year,83.94753407059498,5268.911163367199,26,Yes,Yes,No,No internet service,No,No internet service,Yes,No,Mailed check,No
444,Month-to-month,82.77784491324081,1301.6238374559557,10,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Mailed check,No
445,One year,38.31530220319569,3578.555005109957,53,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,Bank transfer (automatic),No
446,Month-to-month,109.8389384993646,4960.854398051436,59,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Yes,Mailed check,No
447,One year,54.15960387557225,759.366271416128,22,No,No phone service,No,No internet service,Yes,No internet service,No internet service,No,Electronic check,No
448,Two year,41.77585783673518,7071.089310417976,51,Yes,No,No,No,No,No internet service,No,No,Bank transfer (automatic),No
449,Two year,110.86607526807693,6448.467929988128,48,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Credit card (automatic),No
450,Month-to-month,116.95428633890755,4091.133511255442,21,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,Credit card (automatic),No
451,Month-to-month,108.443613171156,7740.300260547447,22,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Electronic check,No
452,Month-to-month,103.6559627999639,3400.311736273288,30,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,Credit card (automatic),Yes
453,One year,89.61702023815097,7874.4715203883325,25,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Credit card (automatic),Yes
454,One year,80.11802072543168,5376.567990548654,28,Yes,No phone service,No,No,No internet service,Yes,Yes,Yes,Bank transfer (automatic),No
455,Month-to-month,37.90579515193832,5113.903058706138,65,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Electronic check,No
456,Two year,67.15924238943359,1411.0436728367015,45,No,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Bank transfer (automatic),No
457,One year,63.904655048120574,7067.229290606688,68,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,Electronic check,No
458,One year,53.62759432218968,3477.1685345728597,7,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No,Bank transfer (automatic),Yes
459,One year,95.82123034566122,1381.6439056815868,49,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Bank transfer (automatic),No
460,Month-to-month,75.11469189216814,199.59940780849644,9,No,No,DSL,No internet service,No,No,Yes,No,Mailed check,No
461,Month-to-month,37.36520564759596,4522.069900743222,36,No,No phone service,DSL,No internet service,Yes,Yes,No,No,Credit card (automatic),No
462,Month-to-month,50.026671377432834,4266.457014769143,1,No,No,No,Yes,No internet service,No internet service,No,No,Electronic check,Yes
463,Month-to-month,92.16654749302323,5782.893616716353,10,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,Credit card (automatic),Yes
464,Month-to-month,36.91790821361732,7133.038618840637,36,No,Yes,No,No internet service,No internet service,No,No internet service,No,Mailed check,No
465,Two year,107.44982917843795,727.3120186799332,46,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No,Electronic check,No
466,Two year,75.04833395827166,5878.822273688863,32,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,Mailed check,No
467,Month-to-month,73.72337853672497,1580.5543583708995,32,No,No phone service,No,No,No internet service,No,Yes,No,Credit card (automatic),Yes
468,One year,83.8991084040161,6879.598719941595,6,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,Bank transfer (automatic),No
469,Month-to-month,105.03596789918856,6570.601759507083,48,No,No phone service,DSL,No internet service,No,No internet service,No,No,Mailed check,No
470,Two year,61.64063791909956,4372.270664385801,38,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,Mailed check,No
471,Two year,91.68946988287477,5710.918109124161,17,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Bank transfer (automatic),No
472,One year,81.47160872361698,2583.3658941516123,27,No,No phone service,DSL,Yes,Yes,Yes,No,No,Credit card (automatic),No
473,Two year,54.28957258541734,3822.226401569236,54,No,Yes,Fiber optic,No,No,Yes,No,Yes,Mailed check,No
474,Month-to-month,109.94532875831938,6590.931491912726,50,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,No,Credit card (automatic),No
475,One year,102.55576796623045,3728.19505766839,35,No,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,Bank transfer (automatic),No
476,Month-to-month,89.90911695391672,2926.60629607099,25,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,Electronic check,No
477,Month-to-month,107.39293734757601,4004.2783332773693,28,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No,Mailed check,No
478,One year,108.91377228734201,6643.169094254025,15,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Credit card (automatic),Yes
479,Month-to-month,94.45103088106816,2748.1435742298945,4,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),No
480,Two year,106.15821288109414,1472.716585772376,27,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Bank transfer (automatic),No
481,Month-to-month,93.45990301190481,5724.910760613168,26,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Mailed check,Yes
482,One year,91.88281023018733,6625.227880393846,19,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,No
483,One year,86.28363541758176,895.0360803359133,17,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,Mailed check,No
484,One year,98.48721419974535,1995.0054907719634,43,Yes,No phone service,No,No internet service,No,Yes,No internet service,No,Credit card (automatic),No
485,Month-to-month,44.423064581669706,1221.5787191118518,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),No
486,One year,110.14923908710249,2848.7371514991164,42,No,No,No,No internet service,No internet service,Yes,No internet service,No,Electronic check,Yes
487,One year,109.32776102481611,3657.77273335276,50,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes
488,Month-to-month,32.65150275614488,6015.728062010121,40,No,No,No,No,No internet service,No internet service,No,No,Mailed check,Yes
489,Two year,105.1393243013934,5244.0659205652255,39,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,Bank transfer (automatic),No
490,Month-to-month,41.71715794008351,5005.3356830796065,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Mailed check,Yes
491,One year,60.485815737581916,2883.76207821627,52,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Electronic check,No
492,One year,97.6492513225363,6747.435669369604,47,No,No,No,No,Yes,Yes,No internet service,Yes,Electronic check,Yes
493,Month-to-month,44.61915054039605,3823.1686224455,63,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,Electronic check,No
494,Two year,104.42499919483465,7834.929010319721,69,Yes,No,Fiber optic,No internet service,No,No,No,No,Electronic check,No
495,One year,105.7142101941545,5109.7228925363215,43,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,Electronic check,No
496,One year,76.16956377223609,1097.4914583595717,48,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Mailed check,No
497,One year,30.571114326231854,5441.802740395929,34,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Electronic check,No
498,Month-to-month,56.110470118917064,2668.3217219104217,40,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,Electronic check,No
499,One year,86.13034957219254,5521.9848538201695,61,No,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Bank transfer (automatic),No
500,Two year,119.27794220049553,650.1650704830054,50,No,No,Fiber optic,No internet service,Yes,No,No internet service,No,Electronic check,No
501,One year,87.48503095851682,1481.563353690079,67,No,No,Fiber optic,No,No internet service,Yes,No internet service,No,Bank transfer (automatic),No
502,One year,53.63212587683854,6860.3243453557125,62,Yes,No,DSL,No,Yes,No internet service,No internet service,No,Bank transfer (automatic),No
503,Two year,87.68451898206463,1894.7185004857677,58,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,Bank transfer (automatic),No
504,One year,79.12866955414285,6712.624889419227,33,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,Mailed check,No
505,Month-to-month,100.95593095875407,2306.2810987898424,16,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Mailed check,No
506,Month-to-month,39.725238133253214,5178.76708946379,48,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,Credit card (automatic),No
507,Month-to-month,99.24353912768454,5583.789530727665,10,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,Credit card (automatic),No
508,Two year,79.24525865952603,4149.972549845918,38,Yes,No phone service,No,Yes,No internet service,No,Yes,Yes,Bank transfer (automatic),No
509,One year,117.6222723511685,2511.954345904177,19,No,Yes,No,Yes,Yes,No,No,No,Mailed check,No
510,Month-to-month,61.100367109520434,1779.8905733316594,36,No,No phone service,DSL,No internet service,No internet service,No,Yes,No,Electronic check,No
511,Two year,87.55859227518928,362.19590104316717,59,No,Yes,DSL,No,No internet service,No internet service,Yes,No,Credit card (automatic),Yes
512,One year,114.80455760141159,2501.176569801718,63,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Mailed check,Yes
513,Two year,39.31838524715181,5259.986045197135,46,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,Electronic check,No
514,Month-to-month,115.27779233851705,7512.608065743013,3,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Electronic check,No
515,Month-to-month,92.58760072937402,6982.515409878111,65,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Mailed check,Yes
516,Month-to-month,36.16317237857064,6151.91173462889,8,No,No,DSL,Yes,No internet service,Yes,No internet service,Yes,Credit card (automatic),No
517,Two year,57.37768459216028,6328.73401170106,51,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Mailed check,No
518,Two year,94.43366006672062,5353.380737460363,6,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Credit card (automatic),Yes
519,Month-to-month,36.118904733658226,2156.2661747714237,39,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes
520,Two year,82.96751187604086,7266.840742576056,60,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,Mailed check,No
521,Month-to-month,61.46535818271906,5398.785264056089,28,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Mailed check,No
522,Month-to-month,86.49331211684041,4527.480984745475,54,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Credit card (automatic),No
523,One year,34.152525076938666,976.8168067865005,37,Yes,No phone service,DSL,Yes,No,No internet service,No,Yes,Credit card (automatic),No
524,Two year,109.29984935986623,3631.738796070761,9,No,Yes,No,No internet service,No,No internet service,No internet service,No,Mailed check,No
525,Month-to-month,118.57749619514311,3736.830342495218,56,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Electronic check,Yes
526,Month-to-month,118.15788483099792,6930.052515229093,59,No,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Electronic check,No
527,Two year,98.20831668860615,4418.520939483529,2,No,Yes,No,Yes,Yes,No,Yes,No,Electronic check,No
528,One year,41.82784785188751,3105.164336866236,61,Yes,No,Fiber optic,No,No,No,Yes,No,Bank transfer (automatic),No
529,One year,98.99195082954105,7816.722595234209,58,No,No phone service,DSL,No,Yes,No,Yes,Yes,Bank transfer (automatic),No
530,Month-to-month,32.22740939775093,974.6926872778938,60,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Credit card (automatic),Yes
531,Two year,32.00324318913875,3438.1325836643623,40,Yes,No,DSL,Yes,No,No,No internet service,Yes,Bank transfer (automatic),No
532,One year,59.438529942608255,431.9949338541018,36,No,No phone service,DSL,No internet service,No,No,No,No,Electronic check,No
533,Two year,74.45653032682458,5945.24255405875,37,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,Mailed check,No
534,Two year,100.09707502050918,7352.80476237329,18,Yes,Yes,No,Yes,No internet service,Yes,No,No,Bank transfer (automatic),No
535,Month-to-month,92.16987927119197,2312.2949034488665,63,Yes,Yes,DSL,No internet service,No,No,No internet service,No,Bank transfer (automatic),No
536,One year,70.56714628028409,6880.899246713055,22,Yes,Yes,No,No,Yes,No,Yes,Yes,Electronic check,No
537,Month-to-month,54.89002663163159,2408.5240206489925,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,Bank transfer (automatic),No
538,One year,120.72832951435171,7295.0842769869305,58,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,Credit card (automatic),No
539,One year,68.77249850347354,6056.299038414593,57,No,No,Fiber optic,No,No,No,No,Yes,Mailed check,No
540,One year,71.06621921400047,6458.763537047365,4,Yes,No phone service,No,No,Yes,No internet service,No,No,Electronic check,No
541,One year,44.87976772844189,242.25178924359054,7,No,No,Fiber optic,No,No,No,No,No,Credit card (automatic),No
542,One year,102.31766893624356,7706.201820884805,61,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No,Electronic check,No
543,Two year,93.11508254611546,5840.700837355554,54,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No,Credit card (automatic),No
544,Month-to-month,50.08003476377719,2507.5336535504534,68,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,Mailed check,No
545,Two year,37.48667515104168,6652.217852384891,1,No,Yes,Fiber optic,No,No,No internet service,No internet service,No,Mailed check,No
546,One year,91.91543648879889,2324.0174674779464,55,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Credit card (automatic),Yes
547,Month-to-month,89.5505204995833,6994.755332572411,3,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,Credit card (automatic),No
548,One year,54.856616956837044,989.3850842543025,38,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,Credit card (automatic),No
549,Month-to-month,116.51858416478734,5659.1192219402865,1,No,No phone service,No,No internet service,No,No internet service,No,No,Credit card (automatic),No
550,Two year,43.73626815206192,4371.5179654947915,38,No,Yes,Fiber optic,No,No internet service,No,Yes,No,Credit card (automatic),No
551,Month-to-month,69.33246689487677,862.6223145439824,29,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,Credit card (automatic),No
552,Month-to-month,115.85904873525149,2010.961243244828,5,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,Mailed check,Yes
553,Month-to-month,68.18518584027713,197.99188659078683,21,No,Yes,No,No internet service,No internet service,Yes,No internet service,Yes,Credit card (automatic),No
554,Month-to-month,88.09586123743178,3803.266927169596,71,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,Bank transfer (automatic),No
555,Month-to-month,66.17109021461428,2479.995560004003,67,No,No phone service,No,Yes,No internet service,No,Yes,No,Mailed check,No
556,One year,54.94358341372897,4827.0241259522945,47,No,No phone service,No,No,No,No internet service,No internet service,No,Electronic check,No
557,Month-to-month,119.53196596434437,2448.178680898076,35,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,Mailed check,Yes
558,Month-to-month,67.2393945746689,2469.360980905179,68,No,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,Electronic check,No
559,Two year,111.35302753480123,5971.2262699796665,69,No,Yes,Fiber optic,No,No,Yes,No,Yes,Electronic check,No
560,Month-to-month,50.915869136088844,480.32840422899227,1,No,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Bank transfer (automatic),No
561,Two year,49.382528066282575,7232.870462016699,68,No,No,No,No internet service,No,No internet service,Yes,No,Credit card (automatic),No
562,One year,32.82320154249053,6832.884607690334,12,Yes,No,DSL,Yes,No,Yes,No,Yes,Credit card (automatic),No
563,Month-to-month,89.29168110920554,5375.6569974886115,60,Yes,No,DSL,Yes,No internet service,Yes,No,No,Mailed check,Yes
564,Two year,63.52589727886226,4786.450403848336,27,No,Yes,Fiber optic,No,No internet service,No,No internet service,No,Credit card (automatic),No
565,Two year,108.64660073540696,7149.189735303253,56,No,Yes,No,No,No,Yes,No,No,Bank transfer (automatic),No
566,One year,73.0521015089317,1564.108418276844,23,Yes,Yes,No,No,No,No internet service,Yes,Yes,Mailed check,Yes
567,Month-to-month,118.09560194023967,723.856381307546,25,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,Mailed check,No
568,Month-to-month,46.872821928984024,1992.130342285351,21,No,No phone service,DSL,Yes,Yes,No internet service,No,No,Mailed check,No
569,Two year,109.03470828396058,6377.168401731503,61,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,Credit card (automatic),No
570,Month-to-month,100.6603136040485,373.8951071392182,63,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,Credit card (automatic),No
571,Two year,100.14388786260872,4704.173997159568,52,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,Credit card (automatic),No
572,Month-to-month,106.86527375863677,7963.956377911349,25,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Mailed check,No
573,Two year,99.24318317581289,6859.999141316562,55,Yes,No phone service,DSL,Yes,No,No internet service,No,Yes,Mailed check,No
574,Month-to-month,86.9760492684588,4219.420943444356,46,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,Electronic check,No
575,One year,41.93328386909727,602.7631833644746,32,Yes,No phone service,DSL,No,No,No,No internet service,No,Electronic check,Yes
576,Month-to-month,32.949882333703925,6667.850763647108,55,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,Credit card (automatic),No
577,Month-to-month,113.7871541512275,4831.930214599964,5,Yes,Yes,No,No,No internet service,No,Yes,Yes,Mailed check,Yes
578,One year,86.10517862138715,1007.9706767705779,36,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Credit card (automatic),Yes
579,Month-to-month,102.47489347883204,841.472550104514,49,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,Credit card (automatic),Yes
580,One year,73.80853398764205,7286.05187354908,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Electronic check,No
581,Month-to-month,40.665045195577896,5386.682077210819,39,No,No,Fiber optic,No,No,Yes,No,Yes,Bank transfer (automatic),No
582,Two year,41.38190709043209,6651.365714602369,61,No,Yes,Fiber optic,No,No internet service,Yes,No,No,Credit card (automatic),No
583,Two year,92.3764411378364,7043.933312229912,9,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,Bank transfer (automatic),No
584,Month-to-month,69.1478364358511,4617.001581181746,6,No,No,No,No internet service,No internet service,No,Yes,Yes,Bank transfer (automatic),No
585,Month-to-month,48.23775012973064,4187.826178864826,35,No,No phone service,DSL,No,Yes,No internet service,Yes,No,Mailed check,No
586,Month-to-month,74.72510375347075,3500.3765415358225,39,No,No,DSL,No,No,Yes,Yes,No,Mailed check,No
587,Two year,35.8330132738372,2603.8780435498425,22,No,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,Credit card (automatic),No
588,Month-to-month,82.94939757421028,3533.308090783823,41,No,No phone service,No,No internet service,Yes,Yes,No,No,Electronic check,No
589,Two year,54.46839980359388,6213.649280268235,5,No,No,Fiber optic,Yes,No,No,Yes,No,Electronic check,No
590,One year,102.56787815798411,4855.195105019539,42,Yes,Yes,DSL,No,No,No internet service,No,Yes,Credit card (automatic),No
591,Two year,58.23293826204521,7150.933990643284,67,Yes,No,Fiber optic,No,No,No,Yes,Yes,Credit card (automatic),No
592,Two year,71.41503356644391,3602.702113595583,30,Yes,No phone service,No,Yes,No internet service,No internet service,No,Yes,Electronic check,No
593,One year,31.047469131637158,4896.0076718781565,57,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Bank transfer (automatic),No
594,Two year,36.58266678930486,5087.329669426711,29,Yes,No,No,No internet service,No,No,Yes,Yes,Credit card (automatic),No
595,Month-to-month,65.70691363300831,4774.407582219972,37,No,No phone service,No,No internet service,No internet service,Yes,Yes,No,Bank transfer (automatic),No
596,Month-to-month,73.66443395925823,5650.806807375579,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,Credit card (automatic),No
597,Two year,84.59186987885664,1975.7244001609697,32,Yes,No,DSL,No internet service,No,No internet service,No,Yes,Credit card (automatic),No
598,Month-to-month,56.53129466254659,4147.673842611746,46,No,No phone service,Fiber optic,No internet service,No,No,No,Yes,Bank transfer (automatic),Yes
599,Two year,93.23335163751537,923.3759421859467,23,No,No phone service,DSL,No,No internet service,No,No internet service,No,Bank transfer (automatic),No
600,Month-to-month,108.26113814421761,3137.6394883940193,45,Yes,No,DSL,No,No,No internet service,Yes,Yes,Electronic check,No
601,Month-to-month,100.95643998929482,3952.5698421079887,17,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Credit card (automatic),No
602,Two year,33.5953131067005,5252.5716504092325,66,No,No,DSL,No,No internet service,No internet service,No internet service,No,Mailed check,No
603,Month-to-month,73.71613220046243,7609.195315431008,6,No,Yes,DSL,Yes,No internet service,No,Yes,No,Mailed check,No
604,Two year,39.53864623605391,4845.143425732012,18,No,Yes,Fiber optic,No,No,Yes,Yes,No,Credit card (automatic),No
605,Month-to-month,52.01609644349,5974.391937794822,22,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Credit card (automatic),No
606,Month-to-month,119.77629598731032,4099.501870012102,33,No,Yes,Fiber optic,No,No,No,Yes,No,Credit card (automatic),No
607,One year,42.957094404037704,5109.421847873017,30,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,Bank transfer (automatic),No
608,One year,75.3888219640734,660.3645074568101,32,Yes,No phone service,No,No,No,No internet service,No,No,Mailed check,No
609,Two year,86.24217182294883,2109.6934886505915,42,No,No phone service,DSL,Yes,Yes,No,No internet service,Yes,Mailed check,No
610,One year,93.91431231951346,2958.639436320596,10,No,No phone service,No,Yes,No,Yes,No internet service,Yes,Mailed check,No
611,Two year,80.91803019730918,3832.6975045514573,36,No,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,Credit card (automatic),No
612,One year,30.879147115145713,460.6250894688315,34,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No,Bank transfer (automatic),No
613,Month-to-month,59.69797905020326,1206.1903706712096,28,No,No phone service,Fiber optic,No internet service,No,No,No internet service,No,Credit card (automatic),No
614,Two year,77.10175954800874,2286.833031551316,11,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No,Electronic check,No
615,Two year,37.985851422179834,7775.1082581183,39,No,Yes,No,Yes,No,No internet service,No,Yes,Electronic check,No
616,Month-to-month,61.897050740035446,2717.641356114101,47,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Mailed check,No
617,Two year,33.01148290001436,3908.124359085452,19,No,No,No,No,Yes,Yes,Yes,No,Credit card (automatic),No
618,Two year,37.140643241106886,1649.171930633304,15,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,Electronic check,No
619,One year,66.11001813434524,4925.16256149857,28,No,No phone service,DSL,No,No internet service,Yes,Yes,Yes,Electronic check,No
620,Two year,42.067133617918486,2317.397402576197,24,No,Yes,DSL,Yes,No,No internet service,Yes,No,Credit card (automatic),No
621,Month-to-month,81.63621719180179,1735.2413696635715,9,No,Yes,Fiber optic,No internet service,No,No,Yes,No,Bank transfer (automatic),Yes
622,One year,92.73131219149118,4180.923764723235,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Credit card (automatic),No
623,One year,102.84338961892654,143.4958133673245,33,No,No phone service,No,Yes,No,No internet service,No internet service,Yes,Credit card (automatic),Yes
624,Month-to-month,48.20367222627772,160.54585792888008,62,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,Bank transfer (automatic),No
625,Month-to-month,45.230914985575346,1830.6435919046764,19,Yes,No phone service,No,Yes,No internet service,Yes,No,Yes,Mailed check,Yes
626,One year,39.50567347043042,390.098763756487,67,No,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Mailed check,No
627,Two year,87.90515270847094,953.4034576324618,40,No,No,Fiber optic,No internet service,No internet service,No,Yes,No,Mailed check,No
628,One year,94.279291110308,2776.9991297761376,47,No,No phone service,No,No,No,No internet service,No internet service,No,Bank transfer (automatic),No
629,Month-to-month,32.864339179133424,6440.426868680522,65,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Electronic check,No
630,One year,115.18531440817577,4619.184282617477,29,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,Bank transfer (automatic),No
631,Month-to-month,34.719386812283986,4150.07503505569,50,Yes,No,No,No internet service,No internet service,No,Yes,No,Credit card (automatic),No
632,One year,79.24796651239741,2418.561703344161,13,Yes,No phone service,DSL,No,No,Yes,Yes,No,Bank transfer (automatic),No
633,Two year,94.51450727003339,7460.8543835192495,1,Yes,No,DSL,Yes,No internet service,No,No,No,Electronic check,No
634,One year,109.24819026089378,3236.418825773814,34,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Electronic check,No
635,One year,94.97191082405092,788.0328576865948,48,No,No,No,No,No internet service,Yes,No,Yes,Credit card (automatic),No
636,Month-to-month,102.94725555935105,4974.82547733063,48,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,Mailed check,No
637,Month-to-month,60.87996752139535,999.3233084651512,49,Yes,Yes,DSL,No,No,No,No internet service,Yes,Electronic check,No
638,Month-to-month,104.1390853509326,2827.2628281333673,64,No,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,Electronic check,No
639,One year,37.28045102100543,4108.55431587069,61,No,Yes,DSL,No,No,No,No,No,Electronic check,No
640,Two year,111.418315701508,7006.357945012889,29,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Credit card (automatic),No
641,Month-to-month,79.82090622999,3999.0179846869373,39,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,Electronic check,No
642,Month-to-month,104.36409706658692,5647.844251650147,26,No,Yes,No,Yes,Yes,No,No,No,Mailed check,No
643,One year,71.1509638911653,7943.253028092656,17,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Credit card (automatic),No
644,Month-to-month,88.55557026288378,1138.764047194055,71,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,Mailed check,No
645,Two year,77.8926421451863,2270.379051604204,13,No,Yes,No,No internet service,No,No internet service,Yes,No,Electronic check,No
646,Two year,96.5646464797352,3217.1509972214067,69,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,Electronic check,No
